index,time_s,wavelength_nm,A_main_real,A_main_imag,A_aux_real,A_aux_imag,main_spectrum_db,aux_spectrum_db,param_wl_center_nm,param_FSR_main,param_FSR_aux,param_coupling_ring_bus,param_coupling_ring_ring,param_coupling_ring_drop,param_gamma,param_alpha_int_main,param_alpha_int_aux,param_beta_2,param_intensity_in,param_detuning_main,param_detuning_aux,param_detuning_step,param_nrt,param_n_per_step,param_n_small_time
88,-1.6389432e-12,1429.3505,-1.8452214,2.6181302,-1.0745248,0.9039801,-10.921384855825842,-33.2189646088404,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
89,-1.6291585e-12,1427.9915,-1.9971727,2.7531135,-1.0573516,0.8483158,-8.073890433339692,-29.896233501650343,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
90,-1.6193738e-12,1426.6351,-2.1233044,2.8158848,-1.0266932,0.7790622,-7.353478880659793,-28.190759408434545,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
91,-1.6095891e-12,1425.2812,-2.2038836,2.8107944,-0.9345681,0.75900835,-8.001645603145612,-28.910501729649773,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
92,-1.5998043e-12,1423.9299,-2.2541068,2.7223978,-0.8570588,0.8499882,-9.364966596936505,-29.509659409713514,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
93,-1.5900196e-12,1422.5812,-2.2984202,2.5564759,-0.8386759,0.96158,-11.037121857607644,-30.59979578822027,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
94,-1.5802349e-12,1421.235,-2.3476558,2.3311331,-0.83596075,1.020515,-13.022077832926868,-31.46358247721564,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
95,-1.5704502e-12,1419.8914,-2.34919,2.0993943,-0.81963366,1.0756464,-15.068576386943924,-33.160550087470014,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
96,-1.5606653e-12,1418.5503,-2.247511,1.9325182,-0.82713765,1.1424965,-17.111970008623857,-33.62605401429151,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
97,-1.5508806e-12,1417.2117,-2.0651524,1.8854575,-0.8698195,1.183333,-18.2648112101706,-32.90317033429843,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
98,-1.5410959e-12,1415.8755,-1.8971237,1.9360529,-0.9299715,1.1806506,-17.56150511535828,-31.234344154533666,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
99,-1.5313112e-12,1414.5421,-1.7880424,2.00722,-1.0052661,1.1513481,-14.474362538972684,-25.811578155957463,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
100,-1.5215265e-12,1413.211,-1.7185858,2.0910804,-1.0847334,1.1093537,-8.791939220803393,-16.63460371557484,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
101,-1.5117416e-12,1411.8826,-1.6868587,2.244521,-1.1186728,1.0545535,-0.04744837084443532,-2.513796754652205,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
102,-1.501957e-12,1410.5566,-1.7346408,2.4606876,-1.0841415,0.9869851,-30.0493897005071,-16.530381051874812,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
103,-1.4921722e-12,1409.233,-1.8536826,2.6642673,-1.0370604,0.9370773,-23.725996579711214,-22.6456535329313,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
